2.8486163863266416030e+00 4.8101265822784808890e+00 3.6395907371374530692e-01 9.2647058823529415683e-01 2.7129679869777536538e+00 2.9842647856755291080e+00
3.1199131850244166131e+00 3.0506329113924048890e+00 1.7765478930441028216e-01 8.8405797101449290487e-01 2.9842647856755291080e+00 3.2555615843733045622e+00
3.3912099837221920673e+00 1.9493670886075948889e+00 1.0174199754798249340e-01 8.5507246376811618660e-01 3.2555615843733045622e+00 3.5268583830710800164e+00
3.6625067824199675215e+00 1.2911392405063288891e+00 6.3453210212220001463e-02 8.1428571428571450141e-01 3.5268583830710800164e+00 3.7981551817688550265e+00
3.9338035811177429757e+00 9.0506329113924055552e-01 4.3832056292041052248e-02 7.7464788732394374016e-01 3.7981551817688550265e+00 4.0694519804666304807e+00
4.2051003798155184299e+00 6.0632911392405064444e-01 3.0281973466081774093e-02 7.3611111111111116045e-01 4.0694519804666304807e+00 4.3407487791644054909e+00
4.4763971785132934400e+00 4.4050632911392401114e-01 2.1381620380919771907e-02 7.2222222222222232091e-01 4.3407487791644054909e+00 4.6120455778621813892e+00
4.7476939772110693383e+00 3.1898734177215187779e-01 1.6089205139836016550e-02 6.8493150684931514149e-01 4.6120455778621813892e+00 4.8833423765599563993e+00
5.0189907759088443484e+00 2.3670886075949368332e-01 1.1715803620684708819e-02 6.4864864864864868466e-01 4.8833423765599563993e+00 5.1546391752577322976e+00
5.2902875746066193585e+00 1.6962025316455697777e-01 8.8462086674017340743e-03 6.3513513513513508713e-01 5.1546391752577322976e+00 5.4259359739555073077e+00
5.7243624525230609734e+00 1.0848101265822783501e-01 5.8603083731565714515e-03 5.9999999999999986677e-01 5.4259359739555073077e+00 6.1041779706999461652e+00
6.4026044492674989428e+00 5.8354430379746836943e-02 3.2776745012578845442e-03 5.3246753246753231181e-01 6.1041779706999461652e+00 6.7824199674443841346e+00
7.0808464460119378003e+00 3.4050632911392403335e-02 2.2032531918650534279e-03 4.8717948717948700299e-01 6.7824199674443841346e+00 7.4606619641888229921e+00
7.7862181226261526490e+00 2.0886075949367088889e-02 1.4238441481805386504e-03 4.5569620253164533352e-01 7.4606619641888229921e+00 8.1389039609332609615e+00
8.7357569180683682930e+00 1.0658227848101265584e-02 7.4397327544596127385e-04 3.9506172839506148442e-01 8.1389039609332609615e+00 9.4953879544221386766e+00
1.0092240911557244232e+01 4.3924050632911390904e-03 4.2430749824675322414e-04 3.4939759036144590887e-01 9.4953879544221386766e+00 1.0851871947911014615e+01
1.2344004340748778503e+01 1.2911392405063292204e-03 1.3539718850131949820e-04 2.9411764705882359472e-01 1.0851871947911014615e+01 1.4921323928377645984e+01
1.6928920238741181237e+01 2.9746835443037974479e-04 5.2549943435167046659e-05 2.1590909090909105039e-01 1.4921323928377645984e+01 2.0347259902333153292e+01
2.2816060770482906150e+01 7.1139240506329110437e-05 1.9520629066225382879e-05 1.5384615384615396572e-01 2.0347259902333153292e+01 2.7129679869777536538e+01
