3.3771391669357440080e+00 1.6983082536487163594e+01 1.3425811692826292720e+00 9.2647058823529415683e-01 3.2289312237649339110e+00 3.5518243461414273909e+00
3.7016467549241203194e+00 1.0217016272437509983e+01 5.9879501102849708172e-01 9.1176470588235281056e-01 3.5518243461414273909e+00 3.8747174685179204268e+00
4.0251856635453666655e+00 6.4010442878711621972e+00 3.2301697073563084839e-01 8.6956521739130443471e-01 3.8747174685179204268e+00 4.1976105908944143508e+00
4.3490474652889892226e+00 4.1495725549404456345e+00 1.9512452778990069246e-01 8.2857142857142873638e-01 4.1976105908944143508e+00 4.5205037132709069425e+00
4.6725863739102360128e+00 2.7716517362858579254e+00 1.2610149039761020529e-01 7.7464788732394374016e-01 4.5205037132709069425e+00 4.8433968356474004224e+00
4.9961252825314828030e+00 1.9047174970642508640e+00 8.4753119069473192848e-02 7.6056338028169023779e-01 4.8433968356474004224e+00 5.1662899580238939024e+00
5.3196641911527287050e+00 1.3146992115416875624e+00 5.7532814319795823332e-02 7.2222222222222232091e-01 5.1662899580238939024e+00 5.4891830804003873823e+00
5.6428802066515979519e+00 9.4969401107196771417e-01 4.1134465386659158082e-02 6.8493150684931514149e-01 5.4891830804003873823e+00 5.8120762027768808622e+00
5.9660962221504680869e+00 6.9219543700721342105e-01 3.0010964107411306628e-02 6.7123287671232878537e-01 5.8120762027768808622e+00 6.1349693251533743421e+00
6.2896351307717139889e+00 5.1226941788290547564e-01 2.2263691655731578795e-02 6.3513513513513508713e-01 6.1349693251533743421e+00 6.4578624475298678220e+00
6.6125282531482074688e+00 3.8608404630095616294e-01 1.6834605978404630633e-02 5.9999999999999986677e-01 6.4578624475298678220e+00 6.7807555699063613019e+00
6.9357442686470776039e+00 2.9544187216909911786e-01 1.2903124705832588748e-02 5.8666666666666666963e-01 6.7807555699063613019e+00 7.1036486922828547819e+00
7.2592831772683243940e+00 2.2666733769501759554e-01 9.9069873301226903800e-03 5.6578947368421039776e-01 7.1036486922828547819e+00 7.4265418146593473736e+00
7.5818534065224421070e+00 1.7694011071967788440e-01 7.7604645826624693919e-03 5.3246753246753231181e-01 7.4265418146593473736e+00 7.7494349370358408535e+00
7.9053923151436880090e+00 1.4012414024492533815e-01 6.2041743740396384718e-03 5.1948051948051943150e-01 7.7494349370358408535e+00 8.0723280594123352216e+00
8.2282854375201814889e+00 1.1328535480624055132e-01 5.0142998210959792427e-03 4.9999999999999977796e-01 8.0723280594123352216e+00 8.3952211817888287015e+00
8.5518243461414265028e+00 8.9770005032712624216e-02 4.0120112063047677631e-03 4.8717948717948700299e-01 8.3952211817888287015e+00 8.7181143041653221815e+00
8.8750403616402966378e+00 7.2337359503439016550e-02 3.2419888991864730110e-03 4.6835443037974666680e-01 8.7181143041653221815e+00 9.0410074265418138850e+00
9.1979334840167901177e+00 5.9856735447072630107e-02 2.7131526037229725806e-03 4.5569620253164533352e-01 9.0410074265418138850e+00 9.3639005489183073649e+00
9.5211494995156602528e+00 4.7975675222278135745e-02 2.1982696042463878254e-03 4.3749999999999977796e-01 9.3639005489183073649e+00 9.6867936712948008449e+00
9.9886987407168223996e+00 3.7022143935581272589e-02 1.6839583228613860030e-03 4.2499999999999982236e-01 9.6867936712948008449e+00 1.0332579916047787805e+01
1.0639005489183078978e+01 2.6039926186881393738e-02 1.1996176446689543315e-03 3.9506172839506148442e-01 1.0332579916047787805e+01 1.0978366160800774765e+01
1.1286406199547949214e+01 1.8704579768495217806e-02 8.7726287785075429161e-04 3.6585365853658546875e-01 1.0978366160800774765e+01 1.1624152405553761724e+01
1.1935098482402326070e+01 1.3796007381311859580e-02 9.1796385631383781070e-04 3.4939759036144590887e-01 1.1624152405553761724e+01 1.2269938650306748684e+01
1.2856635453664837954e+01 8.9402784767656420101e-03 5.9331894589904692842e-04 3.3734939759036164375e-01 1.2269938650306748684e+01 1.3561511139812722604e+01
1.4154342912495962992e+01 5.0674383492702564438e-03 3.4042096436990329326e-04 2.9411764705882359472e-01 1.3561511139812722604e+01 1.4853083629318694747e+01
1.5456247981917986323e+01 3.1142425767488671196e-03 2.1445445659039728977e-04 2.6744186046511631005e-01 1.4853083629318694747e+01 1.6144656118824670443e+01
1.7498224087826930173e+01 1.4677067606106357182e-03 1.6242741622015635823e-04 2.4137931034482762449e-01 1.6144656118824670443e+01 1.9373587342589601690e+01
2.1316758153051338809e+01 4.6703573225968792034e-04 5.3829901004915136156e-05 2.0224719101123600495e-01 1.9373587342589601690e+01 2.4216984178237002112e+01
2.6755247013238619758e+01 1.3370239892635462525e-04 1.6732876034772540223e-05 1.5384615384615396572e-01 2.4216984178237002112e+01 3.0674846625766871711e+01
3.3600258314497899903e+01 3.2880389196443543390e-05 5.1021326373915608298e-06 1.3043478260869556529e-01 3.0674846625766871711e+01 3.8747174685179203379e+01
