2.8757460661964189264e+00 4.3051847775631957305e+00 5.9046603846444123409e-01 9.4117647058823528106e-01 2.7129679869777536538e+00 2.9842647856755291080e+00
3.1199131850244166131e+00 2.9797683404257622186e+00 3.5815523626395029400e-01 9.1176470588235281056e-01 2.9842647856755291080e+00 3.2555615843733045622e+00
3.5268583830710800164e+00 1.6495146170214041170e+00 1.8690963665170837182e-01 8.6956521739130443471e-01 3.2555615843733045622e+00 3.7981551817688550265e+00
4.0694519804666304807e+00 7.4494208510644055465e-01 7.8745315311247954249e-02 8.1428571428571450141e-01 3.7981551817688550265e+00 4.3407487791644054909e+00
4.6120455778621813892e+00 3.7924324332691516926e-01 3.9304253243491141245e-02 7.3611111111111116045e-01 4.3407487791644054909e+00 4.8833423765599563993e+00
5.3716766142159526609e+00 1.5527688916829052168e-01 1.5845343206582113843e-02 6.4864864864864868466e-01 4.8833423765599563993e+00 5.9685295713510582161e+00
6.8366793271839387813e+00 3.9762493114122991755e-02 4.3190221804183387411e-03 5.3246753246753231181e-01 5.9685295713510582161e+00 8.1389039609332609615e+00
9.1698317959848072434e+00 8.2717595164416447134e-03 1.0169811987080109011e-03 4.0740740740740721826e-01 8.1389039609332609615e+00 1.0851871947911014615e+01
1.2642430819316333057e+01 1.1657859903289101520e-03 2.2272538577302515724e-04 2.9411764705882359472e-01 1.0851871947911014615e+01 1.6277807921866521923e+01
1.9207813347802495940e+01 5.1275234429404348334e-05 2.1306035893772070836e-05 1.9101123595505620223e-01 1.6277807921866521923e+01 2.7129679869777536538e+01
